symbol,community
CPSF3,1
CRIPAK,1
CSTF1,1
CSTF2,1
DHX57,1
DYRK1A,192
ERCC6L,205
EXOC5,25
EXOSC2,1
FAM175A,481
FEZ1,347
FKBP2,25
FKBP3,1
FUCA1,332
GEMIN5,1
GIT1,321
HIC2,117
HP1BP3,1
HSPA14,1
IDI1,1
IKBKAP,13
KAT7,204
KRT40,35
LAS1L,1
LDOC1,35
LGALS3,4
LGALS8,4
LRRC41,491
LUC7L,1
LUC7L3,1
MEPCE,1
MOB4,19
MOV10,1
MSH3,147
MT2A,231
NCBP1,1
ND1,8
NKRF,1
NOM1,1
NPC2,113
NR5A1,29
NSRP1,55
PCYT1A,495
PDXK,406
PDZD8,4
POLR2B,17
POLR2E,17
POMZP3,1
PRPF40A,1
PTN,209
PUF60,1
RBBP8,1
RBM17,1
RBM22,1
RBM25,1
RBM39,1
RBMY2BP,1
RFC2,1
RNGTT,1
RPP30,490
RRP1,1
SAMHD1,1
SCAF4,1
SELENBP1,114
SLFN11,57
SMCHD1,1
SNRNP70,1
SNRPC,1
SPAG5,6
SRPK2,1
SRSF10,1
SRSF2,1
SRSF4,1
SRSF5,1
SRSF6,1
SRSF7,1
SRSF9,1
TBC1D1,7
TCEB3,17
TMEM248,529
TRA2A,1
TRA2B,1
TRAF1,13
TRAPPC11,109
TRAPPC8,109
TRMT1L,1
TSR1,1
TULP2,1
U2AF1,1
U2SURP,1
UBE2W,9
UBE3A,10
UIMC1,1
UNC13B,391
WDR33,1
XIST,1
XRCC5,1
ZFP64,69
ZNF121,1
ZNF768,1
CRYZ,454
HMGN5,234
ATAD5,1
Bak1,61
BAK1,61
BCL2A1,61
BCL2L12,61
BCL2L2,61
BDP1,1
C18orf21,490
CASP7,13
CDC10,61
CRYAA,126
ERCC6,1
GEMIN2,1
KCNA3,124
LIG3,55
ND5,8
OYE2,61
PNPLA6,1
PRSS23,318
RNF144B,9
SERPINB12,1
SLC25A4,1
ZBTB24,42
BAZ1B,1
MYBBP1A,1
RHD,1
SMARCA5,1
TOP2B,1
VDR,5
BAZ2A,252
DNMT1,1
DNMT3B,21
HIST1H4A,1
KAT8,150
USP21,15
BAZ2B,296
HDGFRP3,296
INA,296
STAC3,296
ZBTB8A,42
BBC3,61
BBS2,121
ALDOB,121
BBS1,121
BBS4,121
BBS5,121
BBS7,121
BBS9,121
BHMT,384
GLIS2,18
MDFI,42
PAX2,121
ALMS1,6
BBS10,444
C5orf34,121
CEP164,6
CNKSR3,177
FAM208A,1
FBXL4,121
GNL3L,1
HIST1H1D,1
INTS6,165
KANK2,5
MADD,131
MARCH7,9
MIOS,211
MTO1,460
MYO1D,201
PER1,226
PMS1,1
PWP2,1
RFWD3,9
RIPK4,1
SIMC1,7
SMG8,121
TTC21A,121
TTC8,121
WDR36,1
ZNF518A,21
SPAG1,1
BCAP29,1
NACA2,16
BCL11A,11
CHD4,1
GMCL1P1,148
MTA1,11
NR2E1,11
NR2E3,244
NR2F1,5
NR2F2,501
NR2F6,5
BAD,61
Bax,61
Bcl2l11,61
Becn1,61
BIK,61
BNIP2,561
BNIP3,279
BNIP3L,137
GIMAP5,61
HIF1A,1
HRK,61
IRS2,7
ITLN1,78
ITPR1,154
KRAS,29
MEX3D,238
MYC,1
PIN1,1
PMAIP1,61
PPID,543
PPP3CA,103
PPP3CC,103
PSEN1,341
RAF1,18
RRAS,399
SERPINB8,66
SMN1,1
ANKLE2,264
CD302,61
CISH,61
DYNLL2,134
F1L,61
FGL1,414
GTF2I,1
MAPK3,1
MTHFR,353
RHPN2,527
RIOK3,516
Trim2,61
TRIM2,9
Vdac1,61
BCL3,5
BCL10,13
COPS5,1
FBXW8,1
GTF2B,45
N4BP2,5
NFKB2,13
PIR,87
RCOR1,20
RELB,23
RXRA,5
BCL7A,23
ACTR8,23
BRD9,23
CAP2,57
DPF1,23
DPF2,23
DPF3,23
EMC8,55
GLTSCR1,23
GLTSCR1L,23
INO80,23
INO80C,23
MKL1,5
MKL2,40
PHACTR2,40
PHACTR4,90
POTEJ,23
SPIRE1,23
SPIRE2,23
WDR54,241
BCL9,181
BCOR,22
ACTL8,468
C10orf131,22
C11orf30,11
CBX4,22
CBX8,22
CCDC124,55
CDK2AP1,11
DPY30,89
DYNC1LI1,60
EIF3D,1
ERCC8,1
FOXC1,92
FRAS1,72
GPATCH4,1
IBTK,1
IDH3G,219
ING4,204
KDELR2,18
KDM2B,22
LETMD1,98
MKRN2,1
NAA50,156
NAP1L4,357
NCAPD2,1
NFS1,8
NOP56,1
NSF,32
PCGF1,1
PCGF2,22
PCGF5,22
PRCP,386
RING1,22
RNF2,1
SALL1,117
SMC4,1
TCF3,27
TIA1,1
TMTC1,51
TRPM1,22
USP42,1
YAF2,22
ZC3H18,1
ZFR,1
ZNF148,35
ZNF281,11
ZNF326,1
ZNF512,1
BCORL1,22
HDAC7,15
BIRC3,13
BIRC2,13
CASP1,13
CASP10,77
GLMN,58
IKBKE,13
IRF1,221
MBTPS1,11
PACS2,412
PELI1,13
RCHY1,9
RIPK1,13
RIPK2,13
RIPK3,13
SNX7,141
SPHK1,13
TANK,13
TRAF3,13
UBE2Q2,548
WDR82,89
XAF1,13
BLOC1S2,141
BLOC1S1,141
BLOC1S3,141
BLOC1S4,141
BLOC1S5,141
IFT57,108
SNAPIN,141
TRAF3IP1,108
DTNBP1,141
AGGF1,167
CORO6,141
EXOC8,25
HAUS1,6
LURAP1,141
RABGEF1,20
SKA1,497
STX12,32
SYCE3,6
WDYHV1,412
CXCL9,61
SEC14L4,69
TCF12,27
CAMLG,179
RINT1,35
RNF186,32
VPS4A,75
WDR7,179
ARHGAP1,43
FATE1,169
FRK,561
UPK1B,561
CLEC7A,279
DOK5,396
DUSP3,173
ECM1,540
LDLRAD1,558
ROBO2,529
SMCO4,137
TMEM11,169
BOD1L1,179
AKR7A2,241
CXXC1,89
DUT,1
MKNK1,179
MTBP,1
MZT1,199
NDUFB1,8
RBBP5,89
RPA3,1
SEMA3B,179
SETD1A,89
SKIV2L2,1
TAF6,24
TRIM29,66
BPTF,48
H3.1,48
HIST1H4I,1
HMGXB4,399
Keap1,48
MAZ,48
SMARCA1,117
TFAP4,11
BRAF,1
ARAF,1
ARMCX3,319
DNAJC11,1
DNAJC15,161
FARSA,1
FASN,1
FGFR2,2
GNAI2,30
GNAS,30
HSD11B2,11
IGF1R,2
KIAA0141,51
LIMK1,7
MAP2K1,1
MAP2K3,18
MAP2K6,18
MAP2K7,118
MYOF,1
NRAS,171
PAK2,7
PDCD11,1
PGAM1,1
PHKB,523
PIP4K2C,1
PLD2,124
PRKCE,371
PTEN,31
RAB3GAP1,245
RAP1A,292
RAP1GAP,519
RPS6KB2,1
SPRY2,2
TERT,18
UBLCP1,10
VANGL1,52
WDR6,1
AAAS,1
ABCF2,1
ADRM1,10
AHR,5
AIMP1,1
AKAP12,486
ANKRD26,164
APEH,1
APEX1,1
ARNT,18
ASM4,1
ATRIP,1
BABAM1,356
Bap1,149
BBC1,1
BEM4,1
BLM,1
BORA,256
BRAP,467
BRE,76
BUB3,1
BUR2,1
CABYR,1
CAD,1
CAPRIN1,1
CARM1,1
CCNA2,1
CCNB1,1
CCR4,1
CDC21,1
CDC25C,15
CDH1,40
CDK16,15
CDK2,1
CDK8,17
CDKN2D,18
CENPF,1
CEP350,6
CHD9,309
CHEK2,1
CIRH1A,1
CLIP1,340
CLSPN,1
CMAS,179
CNN2,308
CNRIP1,228
CNTLN,111
COPB2,1
COPG1,1
CPOX,1
CRYZL1,363
CTK1,1
CUBN,106
CXorf22,1
DALRD3,51
DAN1,1
DARS,1
DAZAP1,1
DBF4,1
DCN,1
DDX17,1
DDX21,1
DDX23,1
DDX24,1
DDX54,1
DEF1,1
DHH1,1
DIAPH1,1
DNAJA4,1
DNAJC10,1
DNHD1,1
DSP,1
DYNC1I2,1
E2F1,5
EEF1B2,1
EIF2S1,1
EIF3A,1
EIF3B,1
EIF3E,1
EIF3G,1
EIF3H,1
EIF3I,1
EIF3L,1
EIF3M,1
EIF4G1,1
ELK4,1
ERC1,6
ERCC5,76
ERO1LB,10
ETS1,5
ETV5,14
EXOSC10,1
FAM83A,100
FAM98A,1
FAU,1
FBXO44,80
FBXO5,47
FGFR1OP,6
FKBP4,1
FLI1,174
FLNC,1
FLT3,2
FLYWCH1,96
FN3KRP,1
FOSL2,48
FTSJ2,1
GAR1,1
GARS,1
GATA3,1
GATAD2B,11
GGN,1
GOLGA5,20
GPN3,1
GPR161,46
GTF2F1,17
GTF3C6,133
GUSBP1,1
GYP5,1
HDA3,1
HECTD3,167
HERC1,9
HIBADH,14
HIST1H2AC,1
HIST2H3C,89
HNRNPA0,1
HNRNPA3,1
HNRNPH2,1
HNRNPH3,1
HNRNPR,1
HSP90AB2P,223
Ifi204,1
INPP1,374
IPO7,1
ITIH5,86
JAK2,2
JUNB,12
KARS,1
KIAA0101,1
KIAA0368,1
KIAA1804,15
KIF11,1
KIF1B,15
KIF20A,359
KIF20B,132
KIF23,116
KIFC1,1
LCMT1,19
LGALS3BP,1
LMO4,349
LONRF1,441
LRRFIP1,1
LRRK1,2
MAN2C1,189
MAP3K1,188
MAP3K3,13
MAPKAP1,15
MARS,1
MATK,33
MDH1,93
MED17,17
MED21,17
MET18,1
MLP1,1
MLP2,1
MORF4L2,20
MRPL39,38
MYH14,1
NAA15,157
NABP2,165
NAT10,1
NDC1,4
NELFB,1
NFYA,113
NINL,6
NIPBL,21
NKAPL,1
NMI,138
NOL11,1
NOP2,1
NPEPPS,1
NPR1,9
NUFIP1,1
NUFIP2,1
NUP107,1
NUP120,1
NUP155,1
NUP160,1
NUP170,1
NUP188,1
NUP2,1
NUP53,1
OGFR,18
ORC2,1
PA2G4,1
PALB2,76
PARP4,12
PCMTD2,1
PDGFRA,18
PDS5A,132
PEG3,122
PGD,1
PGR,5
PHF12,11
PILRB,1
PISD,86
PMS2,1
POLB,55
POLR1A,1
POLR2C,17
POLR2G,17
POLR2I,1
POLR2J,17
POLR2M,17
POM34,1
POMGNT1,110
POU2F1,244
PPA1,1
PPP1R18,3
PPP2R5C,19
PREP,1
PRKRA,1
PRMT1,1
PRPF19,1
PRPF39,1
PRPF6,1
PRR5,1
PSMD13,10
PTBP1,1
PYCARD,83
RAD16,1
RAD55,1
RAN,1
RARS,1
RBL1,54
RBL2,54
RBM28,1
RCL1,1
RECQL5,76
RFC1,1
RFC4,1
RICTOR,1
RNF169,1
RNF216,9
RNMT,1
RPAP2,17
RPAP3,1
RPB4,1
RPGRIP1,338
RPL10A,1
RPL14,1
RPL18A,1
RPL23A,1
RPL29,1
RPL32,1
RPL34,1
RPL7A,1
RPL9,1
RPS23,1
RPS24,1
RPS25,1
RPS6,1
RPS7,1
RSL1D1,1
RTKN2,1
RUNX1,1
RWDD4,1
SART3,1
SEC23A,1
SEC23B,1
SEC23IP,1
SETX,116
SF3B3,1
SFPQ,1
SLAIN2,6
SLC39A10,4
SLC39A6,4
SLI15,1
SNRPD3,1
SPATA4,122
SPT4,1
SPT5,1
SRP72,1
SSN3,1
STAT5A,2
SUPT16H,1
SUPT6H,1
SYNCRIP,1
TAF15,1
TAF1B,5
TATDN2,1
TCTEX1D2,425
TEX101,1
TFAP2C,254
TFG,1
THEGL,1
TIAL1,1
TLE4,28
TLN1,1
TMA22,1
TNPO1,1
TOP2A,1
TP53BP1,1
TP63,1
TPP2,1
TPTE2,6
TRIM24,467
TRNAU1AP,1
TROAP,554
UBAP2,1
UBR1,237
UBR2,1
USF2,5
USH2A,1
VEGFA,316
VSIG8,114
WEE1,1
WNT2B,1
XRS2,1
YAF9,1
YAP3,1
YBP2,1
YGR053C,1
YTHDF3,222
ZBTB14,147
ZBTB47,115
ZC3H11A,1
ZDHHC5,3
ZNF280D,21
ZNF350,1
ZSCAN21,85
ZZZ3,102
BUB1B,1
CDC45,1
DMC1,76
FANCE,94
FANCG,362
HMG20B,11
KDM5C,1
MCPH1,436
PARP2,76
PDS5B,132
POLH,1
rad51-b,76
SMAD2,12
XRCC3,1
AK1,134
ASCL1,27
BAIAP2L1,249
BMI1,1
BRD2,142
BRD3,249
CHD8,1
CKM,85
ERG,1
KDM3A,571
KDM4C,11
KDM6A,89
KDM6B,89
MED12,17
MED24,17
PGAM2,10
PHF2,26
RFC3,1
RFC5,1
RN7SK,1
RTF1,1
SIRT5,302
WHSC1,1
WHSC1L1,86
ZNF592,11
BRIX1,1
CD48,581
DDX56,1
KIAA0020,1
NIFK,1
NOC3L,1
NSA2,1
PABPC3,434
UTP15,1
BRMS1L,11
BRMS1,11
CCDC67,347
ING1,11
RBP1,11
BROX,75
CHMP1A,75
CHMP4B,75
IPO9,1
TCEA1,1
BSDC1,180
BSN,560
ERC2,560
RAB3A,560
RIMS1,560
UNC13A,560
COPS7A,36
FMOD,36
GPS1,36
LRR1,36
TRAPPC10,109
TRAPPC5,109
TRAPPC9,109
BTF3L4,16
BTF3,1
GOPC,111
NACAP1,16
PLIN3,1
TXLNB,207
BTG2,330
Cnot7,330
HOXC8,330
Pick1,330
BTN2A1,298
BLZF1,42
BTN2A2,4
DAGLB,298
DENND6A,298
DIP2A,298
ESYT1,1
FAM171A2,298
FAM189B,4
FMN2,298
ITFG2,298
KPTN,250
OCRL,417
OSBP,1
PLCB1,298
PLEKHG4,298
POR,298
POTEF,352
SLC25A14,298
SLC25A30,437
TMEM214,4
TMX4,298
TYW1,298
UPK3BL,298
BTN3A1,506
BTN3A2,506
ATP5G1,506
PEX13,506
TMEM245,4
ACTA2,7
BUB1,1
CASC5,381
DNM2,6
EXOC3,25
HK2,1
KCTD20,36
KIAA1109,26
LZTFL1,121
NKAP,1
ZFC3H1,1
ZNF207,1
ZWINT,1
BZW1,171
ADPRHL2,171
BZW2,171
CMYA5,129
EIF5,7
ENPP1,171
HNRNPA1L2,1
MAGI1,15
PREX1,171
PRPF31,1
PSTPIP1,204
TXNDC5,42
ZMYM3,21
C11orf24,552
RNF166,9
VAT1L,552
VWA1,552
BCAT2,87
PRDX6,1
SDF2,289
SERPINB3,575
SERPINB5,87
SSX2IP,6
TRIP13,112
VAC14,19
C12orf65,170
MYLK2,170
C17orf80,135
KCNA5,4
BOP1,1
SUMO1P1,39
C19orf12,13
C1orf109,35
KATNAL1,485
SPERT,35
USHBP1,35
ZNF398,403
C20orf27,3
C2orf49,1
C3orf38,525
SLC19A3,525
C4orf46,202
C5orf22,402
C5orf24,92
ADO,295
CAB39,507
MEIS1,92
PBX1,278
PBX3,175
PKNOX1,92
PKNOX2,92
PPP2R2D,1
STRADA,507
C5orf30,522
C6orf106,1
C6orf89,589
PTRHD1,589
C7orf43,109
TMEM50A,109
C8orf37,197
CAPNS1,7
CST6,66
C9orf72,82
Ambra1,82
Atl2,82
AZI2,82
Bag3,82
Dctn1,68
Dctn2,68
Dync1h1,82
EIF2B2,159
Hsp90aa1,82
Huwe1,82
Iqgap1,82
Nsf,82
Prkaa1,82
Psma4,82
Psmd10,82
Psmd4,82
Psmd8,82
RAB12,114
RAB25,82
Rab26,82
RAB33A,82
Rab33b,82
RAB38,82
RAB39A,82
Rab39b,82
Rab6a,82
Rab8a,82
RAB8A,28
RAB8B,154
Rb1cc1,82
Rlim,82
Rnf126,82
Rptor,82
Samm50,1
Sec22b,82
Setx,82
Smcr8,82
SMCR8,82
Snx6,82
Snx8,82
Sqstm1,12
Stub1,82
Stx17,82
Sv2a,82
Tardbp,82
Tbc1d22a,82
Tbk1,82
Ubr4,82
Vps16,82
Vps4b,75
Wdr35,82
Wdr41,82
WDR41,4
CA2,1
SLC4A1,1
SLC4A8,4
SLC9A1,1
FAHD1,278
TACO1,283
UBL5,507
VPS26B,381
CACUL1,426
CACYBP,1
CD8A,50
NGFRAP1,75
PINX1,1
S100A6,1
TBL1X,5
TUBB2A,1
CALCRL,549
CALCA,549
CRCP,190
RAMP1,549
RAMP3,549
F5,70
F8,143
HLA-B,50
HLA-E,50
ITGA3,406
NKX2-1,1
PFDN5,16
PRF1,50
RNY1,50
RNY3,50
RNY4,50
TCTN2,4
TF,45
TSHR,258
APCS,510
CTNNAL1,73
EEF2K,16
GAA,265
ICT1,1
PRKAR1B,46
PTBP3,1
SARS2,1
SH3GLB2,16
TMEM165,16
TMEM256,6
TRMT10A,16
ZPBP,16
DDX11,300
GRIN1,300
GRIN2B,254
RRAD,300
SBDS,1
CGN,15
DCLK1,15
GIGYF1,15
INPP5E,15
KIF13B,15
KIF1C,15
LPIN3,15
LRFN1,15
MAST3,15
NADK,15
NF1,15
PLEKHA7,15
RALGPS2,15
RASAL2,15
SIPA1L1,15
SRGAP2,15
SRSF12,15
SYDE1,15
TESK2,15
TIAM1,15
ZBTB21,15
ZNF638,15
ABCC1,1
ABCC3,1
ASGR1,267
ATP13A1,1
BSCL2,397
CHRNA5,163
COX2,1
Edem1,107
GGT1,1
KDSR,500
LPA,59
MOGS,1
NPHS1,2
PC,1
PREB,200
RNF145,168
RPN2,1
SERPINA1,45
SERPINF2,1
ZNRF4,4
G3BP1,1
MCFD2,10
NLRP9,10
SULT1C3,3
ACTA1,2
AMOTL1,134
ARAP1,2
ARHGAP42,3
BICC1,3
BST2,13
CCS,246
CDIPT,222
CLTCL1,3
CNOT10,53
CNOT11,53
CNOT3,53
COX6C,8
FAM161A,145
FAM21A,224
FARP1,14
FBXO46,80
FCHO2,3
FDX1,568
FGD4,43
GAS2L1,3
GAS2L3,3
HIP1R,3
ITPR2,154
KIAA0196,224
KIAA1211,3
KIAA1671,22
LIN7C,73
LRCH3,79
LRRC16A,6
LRRFIP2,3
MTCL1,301
MYPN,1
N4BP3,6
NCKIPSD,2
OGDH,1
ORC4,1
PKP4,282
PLEKHO2,483
RACGAP1,116
RAVER1,53
RLTPR,84
SH3BP1,2
SIPA1L3,3
STAMBPL1,3
TANGO6,10
TIMM13,1
WASH3P,3
WASH6P,3
WDR76,1
CARD16,13
CARD8,102
ACTR6,225
C15orf39,315
CSRP2BP,102
DPH1,226
E2F6,22
HOXA5,131
HOXD13,117
LRCH2,79
MAP3K7,13
MBIP,102
MGA,22
NFRKB,23
NPRL3,211
PCGF6,22
SALL2,282
SRCAP,5
TAB2,13
WDR74,1
YEATS2,102
ZNF318,102
ZNHIT6,1
CARF,433
CARHSP1,42
KRTAP10-7,42
STC2,209
Dzip3,1
HHV8GK18_gp81,1
ILK,1
MEF2D,5
MYOD1,5
MYOG,27
NR1H4,5
PARVA,1
RABGAP1,378
UGP2,1
XPO7,1
CASC4,564
AIM9,77
ASG1,77
ATG1,77
ATG13,77
ATG4,77
ATG8,137
BFR1,77
CASP2,13
CASP6,13
CASP8AP2,294
CUP9,77
CWP1,77
DEDD,77
DEDD2,77
FAR10,77
FAR11,77
FAR3,77
FAR7,77
FAR8,77
FASLG,2
FUS3,77
GAL4,77
GLN3,77
GPA1,77
ITT1,77
KSS1,77
LDB18,77
MAP3K14,13
MBR1,77
MDM30,77
MPH1,77
MSN2,77
NTH1,77
ORT1,77
PHF20L1,11
PMT5,77
PPH21,77
PPH22,77
PPH3,77
PTC2,77
PTC3,77
RPL21B,77
SLT2,77
SSM4,77
SSN2,77
STE11,77
STE20,77
STE7,77
TPK1,77
TPK2,77
TPK3,77
VPS30,77
VPS64,77
WHI3,77
ATG4D,111
BMX,290
ERP44,7
GATA1,49
GLRX,510
GORASP1,386
GRIPAP1,20
HCLS1,97
MET,18
PKN1,37
PLA2G4B,13
ROCK1,224
SOCS5,1
THAP11,20
PRKAB2,49
SATB1,144
UBE4A,25
GINS2,362
MVD,434
RPS6KA1,1
SAT1,96
CAST,471
LZIC,156
PSIP1,1
ADCY5,124
ADRBK1,30
AQP3,124
CAV2,124
CSK,2
DLC1,287
EDNRB,25
F2R,385
FAP,176
FAS,206
GJA1,124
GRK1,124
GRK5,1
KCNMA1,124
KCNN3,217
LRP6,459
MALL,124
NEU3,124
NOS1,124
NOS2,1
NOS3,291
NR3C2,5
PPARG,5
PPP2R4,1
PROCR,385
PTCH1,173
PTGIS,124
PTGS1,124
PTGS2,1
PTPN11,2
S1PR1,30
SCP2,219
Snca,124
TEK,57
TLR4,151
TRADD,13
TRPC1,277
VAV2,332
VIMP,107
FBXL19,150
LBP,27
PDP1,129
PRDM14,19
PRDM6,27
RUNX1T1,27
CBFB,1
CRIP1,1
RUNX2,12
RUNX3,12
vif,1
ACTG2,1
ARHGEF6,321
ARHGEF7,2
BLK,404
BLNK,2
CD247,2
CD33,2
CD38,2
CD5,2
CFTR,1
CSF1R,2
Dok3,2
EPHB1,2
FRS2,2
FYB,2
GIF,308
HSPA1B,1
HSPA6,1
IL7R,1
IRF3,54
ITGA5,162
ITSN1,3
KDR,2
KIT,2
KRT1,2
KRT10,1
KRT16,2
KRT2,1
KRT3,2
KRT6A,2
KRT6B,2
KRT6C,23
KRT84,1
KRT9,2
LCP2,2
MAP3K11,13
MST1R,7
MYH2,183
MZF1,18
Ngfr,2
OSTF1,64
Pdgfra,2
Pdgfrb,2
Pik3r1,2
POP1,1
PRKCQ,13
PRPSAP2,242
PTK2,2
PVRL1,40
RET,2
SERPINA5,328
SH2B2,2
SH3GL3,195
SHC4,250
SLA,78
SLA2,2
SMAD7,12
Sorbs1,49
SOS1,2
SP7,78
SPRY4,2
STAP2,13
SYK,2
TCN1,45
TCN2,69
TGFBR2,12
TRAF4,181
TRIM8,9
TUBA4B,2
UBASH3A,2
US6,2
ZAP70,2
ADNP2,539
ARG1,66
C19orf68,21
CCDC71L,21
CHAMP1,21
DSN1,21
EHMT2,21
H2AFB1,21
H3F3B,21
HIST1H4F,1
MAD2L2,21
MIS12,21
NSL1,21
PMF1-BGLAP,21
POGZ,21
PRR14,21
SCAI,21
SPRR1B,21
Suv39h1,21
TFDP1,22
UCHL1,1
VTN,1
ZMYM4,21
ZNF280C,21
ZNF292,21
ZNF518B,21
ZNF581,21
ZNF644,21
DCK,93
HIST1H1E,1
LBR,1
MSL1,150
MYL12B,1
Pax3,21
PIM1,1
RLF,214
SENP7,21
SYAP1,234
THOP1,93
ZNF689,21
ZNF8,21
BCL11B,11
BGLAP,21
CDCA8,353
DNMT3A,310
GOLGA8EP,208
H2AFY2,1
HIST1H1B,1
HIST2H3A,1
HIST3H2A,21
HIST3H2BB,1
MAP7D3,6
MAU2,21
MCC,19
MECP2,1
NARF,21
PPP2R5E,19
RBBP4P1,21
RPL26P30,21
TCEB3B,74
UBE2A,1
ZFP1,367
ZFP82,21
ZNF195,21
ZNF227,259
ZNF264,42
ZNF274,96
ZNF302,65
ZNF324,1
ZNF324B,1
ZNF45,21
ZNF460,193
ZNF483,85
ZNF552,21
ZNF566,322
ZNF568,21
ZNF569,69
ZNF585A,21
ZNF585B,75
ZNF620,21
ZNF625,69
ZNF649,21
ZNF678,21
ZNF688,27
ZNF764,133
ZNF773,21
CBX6,22
CCDC158,400
CEP135,6
COMMD3-BMI1,22
ELP4,284
HIST1H1A,1
IGF2BP2,1
PAIP1,1
PHC1,22
PHC2,22
PHC3,22
RAD17,147
RGAG1,74
RNF213,25
SCML1,134
TOPAZ1,22
ULK2,86
ZKSCAN7,69
ZNF33A,484
CEP170P1,1
HAO1,1
NCAPG,1
CCDC117,1
CCDC14,6
CCDC138,6
CCDC18,434
CCDC61,6
CCDC77,6
CCNB2,1
CCP110,6
CEP290,6
CEP85,6
CNTROB,53
COMMD8,136
CSPP1,68
FOPNL,6
HAUS2,6
HAUS8,6
HYI,6
KIAA0753,6
KIF14,6
MAGEA1,342
MCM10,1
MIB1,6
MPHOSPH9,6
OFD1,6
PIBF1,6
PLAC9,292
SCLT1,6
TBC1D31,6
THOC7,1
TTLL5,6
WDR90,6
CCDC6,164
CCDC102A,521
LZTS3,164
PCBP3,338
PPP4C,1
PPP4R1,164
PPP4R2,1
SMEK1,1
ZNF445,164
CAPG,122
CELF1,1
DYNLRB1,172
EME1,167
IWS1,1
NES,282
PDE3A,161
SRSF8,1
TPP1,172
CCDC91,521
C10orf88,67
ALKBH8,59
ANAPC10,47
ANAPC4,47
CCNF,283
CDC14A,373
CDC20,1
CDC6,1
CDK7,1
CKS1B,1
CKS2,1
DIAPH3,43
FOXM1,1
FOXO1,12
FZR1,1
GRWD1,1
Lmnb1,1
MFN1,389
PKMYT1,118
POLA1,1
PRC1,1
PRDX3,1
RHOBTB3,251
RNASEH2C,541
SDHAF2,1
SLC27A2,319
STK38,1
TARSL2,1
TSPYL2,1
ASNA1,422
CDKN1C,18
DYNLT1,60
EBNA3C,18
EEF1A1P5,1
FGFR4,18
H2AFV,1
MYL9,144
NUDCD1,1
PFDN2,22
PLOD3,125
ST13P4,18
TLN2,475
TUBA1B,1
TUBA8,1
CCNE2,1
ORC3,1
CCNG1,236
HMBOX1,134
LARP1B,236
LTBP3,236
PAK7,197
ZZEF1,236
CCNG2,19
EFHC2,28
FAM208B,221
NRIP2,19
PPP2R5B,19
TCF7L2,1
CCNI,326
CDC25A,7
IL1RAP,326
CCNJ,352
CDK11A,1
CCNYL1,66
A2ML1,66
CALML5,66
CCNY,66
EVPL,66
FGG,309
HIST2H3PS2,262
IVL,66
PKP3,114
POF1B,66
PPL,66
S100A7A,66
SBSN,66
SERPINB2,66
SERPINB4,118
SPPL2B,4
TREX2,66
TXNL1,10
VRK2,118
PKN2,1
USP5,1
MESDC2,1
UBA5,1
CD164,42
CD200R1,509
CD200,509
FUT8,509
MBOAT7,4
NCR3LG1,25
POMT2,509
TCP10L2,509
TNPO2,25
ACTC1,116
ARHGEF10,172
CBLC,9
CD2,581
HOXC11,350
INPP5D,2
MORF4L1P2,116
MVB12A,71
NR2C2,13
NRBP1,143
RABEP2,188
SH3GL2,16
TSC22D1,275
WDHD1,1
CD2BP2,1
AAR2,1
AKNA,1
AQR,1
COTL1,1
CREBRF,178
CWC22,37
DDX46,1
ECD,1
FAM115A,430
GINS3,1
HTATSF1,1
ISY1,1
KHK,1
KLHL36,225
KPNA1,1
NAA30,419
NAA35,1
NEDD1,6
PLP2,34
POLR3C,190
POMP,10
PRPF3,1
PRPF38B,380
PRPF4,1
PRPF4B,1
PRPF8,1
PRPSAP1,457
PSPC1,1
RAB5B,1
RAD54B,126
S100A9,1
SART1,1
SH3BGRL,1
SMU1,1
SNRNP40,1
SNRPA1,1
SNRPB2,1
SNRPD2,1
SNRPE,1
SNRPF,1
SNRPG,1
SNRPN,1
SRSF11,1
TOE1,1
TSSC4,1
TUBGCP2,1
TUBGCP3,1
TUBGCP4,199
TUBGCP5,199
TUBGCP6,199
TXNL4A,302
UBE2V2,1
ZNHIT2,1
C9,388
env,1
CD86,326
CD80,326
CTLA4,326
MARCH1,326
CD97,185
ADARB1,185
ALG6,185
B4GALT7,185
BACE2,163
BET1,185
EMR2,185
EXTL3,185
GLT8D1,185
GPRC5B,185
HMOX1,185
MFSD8,4
NAGPA,344
NDUFB8,8
SLC29A1,185
SYNGR2,185
TMEM223,353
TMPPE,185
TSPAN15,496
YIPF3,4
YIPF6,567
ZDHHC18,185
ZDHHC21,185
CDADC1,134
ANAPC1,47
ANAPC13,1
ANAPC2,47
ANAPC5,47
BCAS3,86
CCDC24,153
CRACR2A,299
CYB5R2,112
DLX6-AS1,47
EIF5A2,1
FAM111A,1
HEMK1,47
INCA1,225
INPP5J,47
KCTD6,74
NEK2,47
OSBPL5,4
PNMA5,126
PYCR2,1
RBM15B,1
REPIN1,1
RSL24D1,1
SLC52A2,47
TRIM33,27
TSC22D4,143
URB1,1
VKORC1,379
ZBTB48,1
ZFX,262
APOLD1,15
CCT8L1P,374
CSNK2A2,1
FAM27E3,15
GLO1,191
MARK3,301
PHLDB3,20
RPS27A,1
SCO2,241
SLIRP,1
STARD13,15
TANC2,15
USP17L2,18
CDC37L1,1
CHORDC1,1
FAM129A,11
