symbol,community
IPCEF1,230
CYTH3,230
CNKSR1,230
SYCE1,230
CYTIP,230
CYTH1,230
EDEM2,230
DAP,96
DAPK1,123
APEX2,188
ARRDC1,228
ARRDC1-AS1,123
C11orf63,123
C11orf65,123
CCDC149,123
CCNDBP1,193
DENND1C,123
DTWD1,123
DUS1L,123
DUX3,123
EPHA1,25
FAM107A,435
FAM198B,123
FBXL14,57
FIBP,445
IFI30,198
LIMS1,183
LMF2,336
LOXL2,65
Mib1,6
MRGBP,20
NECAB1,123
ORMDL2,123
PAPSS2,1
PCP4,123
PHKG2,49
PRKAG2,49
RAPGEF3,327
RASGRP2,123
RHBDD1,123
RPL41,123
SCRN3,123
SGK2,1
SNURF,123
SPATS2,1
SPRR2G,123
TAS2R60,123
TRAPPC2,109
UNC5A,123
UNC5B,123
UNC5C,123
VN1R1,123
WWTR1,7
ZMAT4,123
ZMYM5,305
GTF3C3,133
OTUD6A,1
POLR3A,190
ADK,245
ATOX1,1
DAZ1,130
DAZL,130
MPI,93
RBM12,245
RSU1,1
EXD3,130
FAM46C,130
GPSM1,164
KRTAP19-5,130
KRTAP8-1,130
LEF1,12
PLEKHB2,324
POLI,130
RNF115,9
RNF208,247
SMAP2,454
SMURF2,12
TCF7,130
TCF7L1,130
TEX37,112
TNIP3,130
UBE2D4,9
VHLL,130
VPS37C,71
ZFAND2B,357
ZNF34,112
PRIM1,58
PRIM2,358
DCAF17,36
PFDN1,1
PFDN6,22
VBP1,1
ANKS6,271
BBS12,121
C2orf71,22
CCDC40,230
DYRK1B,54
DYRK2,1
FAM53C,15
FNTB,140
GLCCI1,192
MRPS5,1
NET1,43
PTPDC1,7
RAB3IP,15
SMARCAL1,22
SOWAHA,22
SOWAHC,22
TMEM261,1
ZNF503,42
EIF2B4,159
EIF4E3,59
NTN1,1
sina,1
CHRAC1,190
RXRG,5
TFEC,318
DCLRE1B,70
KANSL2,139
TINF2,70
ABCE1,1
DARS2,263
DCP1B,452
GAPDHS,511
GGT7,192
GLUD1,446
NAGK,203
SFXN2,263
HMG20A,20
ARHGEF1,364
ASB3,1
BFSP1,218
C16orf89,1
CBR3,406
CEMIP,1
CYB5D1,81
DCUN1D2,188
DDX4,537
DNAAF5,25
EML1,387
GLRX3,264
NUDCD3,58
NUDT1,1
PLOD1,381
RGSL1,1
RPL36AP37,1
RPL7AP9,1
RPL7P32,1
RPSAP12,33
SEP15,26
SMIM17,1
TRIM39,9
UNC80,8
XPO6,25
ZCCHC11,52
ZNF699,1
HYPK,515
TOM1,264
AMPD2,70
AMY1C,45
IGHA2,45
LSM1,139
NOSIP,1
PPP1R7,225
DDX19A,396
CTIF,396
DDX19B,187
DDX25,396
MIF4GD,396
BPIFB2,45
C6orf58,45
CP,45
CST2,45
GC,501
HP,45
HPX,45
IGHM,45
IGJ,45
IGLC2,45
IGLL5,45
LCN2,45
LPO,45
MSLN,8
NUCB1,1
ORM1,45
PLTP,173
PROL1,45
PRR4,45
QSOX1,45
SCGB1D1,45
SCGB1D2,45
SERPINA3,45
SERPINC1,45
THBS1,555
C15orf52,1
CCDC9,1
CRYL1,277
DYNC1LI2,60
FYTTD1,1
GNG12,30
GPT2,203
GSR,1
NCBP2,1
ORF57,1
RAE1,1
THOC1,1
THOC2,1
WIBG,1
WTAP,481
IMPDH1,1
DDX3Y,1
PNLIPRP2,1
SMIM20,1
AIRE,1
CBX7,22
DROSHA,1
SYN1,2
BIRC7,9
FAM195A,22
FAM195B,1
LSM14B,520
PATL1,139
PNRC1,5
RC3H1,1
RUNDC3A,340
SIPA1L2,7
VPS52,32
ZNF24,85
DENND5B,363
NTMT1,363
DEPDC1,416
SAPCD2,416
CLN6,1
ERN1,508
NGLY1,225
RHO,1
SRP54,1
TMEM129,107
Vcp,124
DESI1,322
ZBTB46,322
DGKD,347
IGSF21,347
DGKH,347
TRAF5,13
DDX43,126
EIF2D,26
KIAA1143,55
MCTS1,1
MMGT1,55
NEMF,432
PCDHA2,1
PEX3,98
PFN2,1
SLC30A9,522
TDRD3,1
TMEM126B,8
TRMT112,1
USP3,1
DHX33,1
NLRP3,21
HEBP1,87
DHX40,1
IFIT2,1
MAD2L1BP,209
NAPA,32
POGLUT1,178
SPDL1,1
C11orf57,1
CACTIN,307
CCDC12,1
CDC40,1
CRNKL1,1
MORC2,74
RBMX2,1
SYF2,1
ZCCHC10,1
Ago2,88
ALOX5,384
HDAC11,1
MTFR2,100
MYSM1,1
PIWIL1,1
PIWIL2,1
PIWIL3,1
PIWIL4,1
STAU2,1
DIDO1,1
KCNK4,1
SON,1
IMP3,458
MIPOL1,145
DIS3,1
AICDA,1
EXOSC4,1
EXOSC5,1
EXOSC7,569
ZBTB17,310
DISC1,153
AGTPBP1,153
AKAP6,153
AKAP9,46
ARIH2,9
BICD1,153
CCDC141,143
CDK5RAP3,1
DNAJC7,147
FBXO41,153
FRYL,7
GNPTAB,456
HERC2P2,153
KCNQ5,153
KIAA1377,318
KIF3A,486
KIF3C,486
MEMO1,434
MYH7,183
NDE1,218
NDEL1,60
NEFM,153
OLFM1,192
PCNXL4,153
PDE4B,478
PPM1E,465
RASSF7,536
RBSN,479
ROGDI,339
SH3BP5,3
SPARCL1,153
SPTBN4,312
SRGAP3,131
TNIK,13
TRIO,258
ZNF197,85
ZNF365,153
APRT,1
C21orf33,531
C7orf55,8
CD3EAP,1
CTH,1
CXCL14,100
DHTKD1,1
DLST,1
ELP2,284
MRPL23,38
MRPL42,38
MRPL9,38
MRPS18B,1
NDUFB5,8
OGDHL,13
PAFAH1B3,96
PARS2,1
PDHX,1
PDK3,1
PITPNB,93
SLX4IP,150
SMN2,1
STK26,19
SUCLG2,1
DLGAP4,208
DTNA,295
Itgb1,162
MPP6,73
OSBPL1A,143
Ptk2,73
Snta1,73
SNTA1,71
SNTB1,73
SNTB2,73
DMTF1,366
DMWD,94
DCXR,507
F7,94
P4HA2,390
SRM,398
TSNAX,160
USP12,94
WDR48,1
DNAI2,83
ENDOG,24
KCNQ4,1
OSBPL9,384
RNF207,1
APOBEC1,1
COL6A1,1
DNASE2,189
DRAP1,24
KCTD21,302
MAN2B1,1
NUBPL,1
SMOC1,106
DNAJB5,212
RANBP3,1
SDIM1,212
DNAJB9,246
FAM71C,246
RFK,87
SLC16A8,246
DNAL1,174
CALM3,279
CARS,1
CKMT1A,203
CKMT1B,203
CYHR1,138
MAGEA3,1
MFF,135
MIEF2,56
RBM8A,1
SCG3,113
DNMT3L,366
F8A1,310
HIC1,310
IRF9,244
MPHOSPH8,1
PIAS2,174
Tdg,310
Zbtb18,310
ZBTB18,478
DOCK4,421
DOLPP1,114
HEPHL1,114
LYG2,114
HIST1H2AA,11
MLLT6,48
PARP16,376
DPM1,393
DPM2,393
DPM3,393
TDO2,393
DRAM1,397
C1orf21,397
DNAJB12,90
DNPH1,237
DPP3,343
IGFBP7,316
PEX19,98
PIEZO1,8
DDT,94
DTD2,587
HDHD2,587
POLD4,307
SETD8,1
SHPRH,1
DTX3L,9
IFNGR1,266
PARP14,286
PARP9,1
TRIM9,9
DUSP11,38
MRPL19,38
MRPS25,1
MRPS26,1
NIPAL4,38
DUSP16,1
HIGD1A,90
MLF1,46
NTPCR,75
NXF2,52
TUBAL3,1
DUSP18,57
SNX4,293
DUSP22,152
C12orf75,152
CHCHD3,1
CHP1,152
DCAKD,152
DUSP28,398
ERGIC1,152
ERICH5,152
FAM177A1,319
GNA11,30
GNA14,152
GNG5,30
HMOX2,497
HOXA1,42
INPP5A,152
LAMTOR4,152
LARS2,69
MOSPD1,152
NME3,121
NRN1,196
PALM,152
PCYOX1,251
PGRMC1,1
SAMM50,8
SRPR,277
STX16,32
SVIP,107
SYNGR1,152
TIMM17A,161
TIMM17B,341
TLDC1,152
TMEM70,152
TMX3,152
UBTD2,128
ULBP3,152
AK6,398
C9orf64,398
CBWD1,223
DUSP21,426
ECHDC1,379
ARHGEF39,52
ARR3,52
BAHD1,52
C19orf33,52
CWC25,15
CWF19L2,52
DPPA2,354
FZD5,459
NBAS,32
NHLRC1,9
PLA2G12A,52
PRKAA1,49
RNF43,9
RSRC1,1
RUSC1,52
TIFA,52
ZNF165,85
ZNF250,456
ZNF263,85
FAM13C,134
KLF3,113
PITX1,240
PRICKLE1,52
RWDD2B,299
SYT6,413
TNFAIP8L1,52
UTP3,209
VANGL2,52
ZNF408,313
ZNF697,52
DXO,569
ARMC5,569
DYNLT3,60
ABCD3,8
DNM1,39
FAM117A,134
FAM117B,143
KIAA0232,313
LIN52,54
PPP1R3F,192
PRD,192
Sirt1,192
CEP78,6
DYRK4,8
KIF3B,486
NR1I2,5
ZBTB9,102
E2F3,54
ATAD2,54
KMT2D,89
PKIB,54
RNF144A,54
Sp1,54
TEAD3,54
TFE3,318
C9orf114,1
EPB41L5,37
FGFRL1,313
ICE1,37
ICE2,37
NOS1AP,37
PIP4K2B,37
RSBN1,1
RSBN1L,51
SPA17,375
TAF1A,488
TAF1C,488
TAF1D,1
TC2N,37
USPL1,231
NCDN,1
PIH1D1,1
SNAP47,379
EDEM3,1
EMC2,55
ERAP1,72
ERGIC2,334
ERLEC1,107
LMAN1,1
MAN2A1,3
SSR1,1
STT3B,1
TGOLN2,72
EEA1,257
PTPRQ,257
GADD45G,205
HIST1H2AD,1
MID1,9
RPLP0P6,1
UBD,201
UQCRH,68
ZBTB7A,11
DENR,36
DPP9,16
EGR1,5
MIDN,205
NAB1,480
WDFY1,302
EHF,66
EIF1,26
EIF1AD,220
HNRNPCL1,1
TYK2,1
EIF2AK3,4
DNAJC3,1
LOC255308,1
RPS27L,1
ABI3,312
BAI1,73
CCDC85B,354
EIF3CL,417
EIF3FP3,1
EMG1,74
gag-pol,1
NUTF2,1
TMEM203,1
YTHDF2,1
TTC21B,29
ZNF746,1
LAGE3,1
PDSS2,14
AKAP17A,1
ALPI,419
PIH1D2,1
SLC16A9,1
TRIM36,29
OTUD6B,306
PSMB8,10
OGFOD1,1
DUSP12,273
GLA,53
NRGN,58
PCYT2,96
SCLY,7
TBCB,7
PTBP2,369
AAED1,14
ABCB10,14
ACER3,14
ACVR1B,12
ADAM23,14
ADAMTS4,313
ADAMTSL5,29
ADAT1,14
ADRA1D,73
AFMID,361
AGMAT,162
AGPAT5,4
AGPAT9,14
AHI1,1
AKIRIN1,14
AKIRIN2,14
ALDH1A3,14
AMD1,250
ANKRD40,255
ANKRD46,72
ANO6,314
ANTXR1,474
ANXA2R,14
APH1A,267
ARHGEF35,14
ARMC1,159
ARSB,14
ATAD1,435
ATP2C1,335
AVP,333
B3GALTL,65
B4GALT5,333
BAZ1A,1
BCDIN3D,14
BDNF,69
BHLHE40,324
BIVM,14
BLCAP,14
BRPF3,204
BTAF1,195
C12orf49,98
C16orf72,29
C16orf87,11
C18orf54,14
C1orf174,105
C1orf86,362
C1QL1,196
C2CD2,60
C2orf68,272
C3orf33,98
C3orf52,14
C4orf32,392
C5orf15,59
C5orf51,416
C6orf62,493
C8orf4,14
C9orf91,169
CA5B,14
CAAP1,209
CAMK2N1,14
CAMKMT,448
CASC10,14
CASD1,14
CBR4,14
CCDC25,100
CCDC28A,345
CCDC58,531
CCDC92,10
CCL7,56
CD27,4
CD47,30
CD70,25
CD79B,4
CD8B,14
CD9,162
CDH9,14
CDKAL1,344
CEBPG,48
CFAP45,258
CFP,112
CGGBP1,248
CHD1,1
CHRM2,14
CHST3,14
CIPC,14
CITED2,12
CLN3,1
CNEP1R1,14
CNNM3,140
COL15A1,14
CREBL2,366
CSRNP1,29
CTBS,14
CTDSPL,4
CTGF,198
CTNNBIP1,365
CXCL16,29
CYP26B1,14
CYP51A1,14
DCBLD2,229
DCTD,409
DCUN1D3,29
DCUN1D4,401
DDAH1,14
DENND5A,14
DESI2,14
DHRS3,14
DICER1-AS1,14
DIO2,372
DIP2B,83
DMKN,66
DNAJC14,440
DPY19L4,4
DRAM2,14
DSC2,14
DUSP15,14
DUSP19,419
DUSP5,170
DUSP7,241
DZANK1,14
EAPP,1
EBP,318
ELOVL5,387
EML2,30
EML4,271
EPHB4,229
ERMP1,14
ETV6,350
EVI5,7
EXOSC6,139
F3,154
FAM102B,157
FAM104B,14
FAM105A,14
FAM110B,15
FAM114A2,33
FAM120AOS,14
FAM131A,14
FAM13B,7
FAM160B1,115
FAM172A,358
FAM178A,166
FAM199X,102
FAM20B,98
FAM217B,404
FAM219B,284
FAM49B,87
FAM60A,11
FAM72D,14
FAM73A,301
FAM76A,14
FAM76B,42
FAM83F,14
FBXO27,80
FBXO8,168
FCHSD2,400
FGF21,14
FGFR1OP2,19
FKBP14,239
FLYWCH2,531
FNBP1,233
FNDC3B,288
FOXA1,1
FOXJ2,117
FOXJ3,1
FOXL2,1
FOXN2,80
FOXN3,500
FRMD8,248
FRS3,194
FURIN,517
FZD6,530
GAL,14
GALNT1,14
GALNT4,173
GAS1,26
GBE1,131
GCLC,543
GDPGP1,14
GEMIN6,66
GFOD1,226
GJB3,14
GK5,14
GLCE,86
GLE1,1
GLTP,487
GMFB,152
GNAZ,353
GNE,245
GOLT1B,8
GPD1L,203
GPM6B,14
GPR180,14
GPR3,94
GRAMD3,564
GRPEL2,8
GSE1,11
GUCD1,27
HCN3,14
HCST,14
HECA,14
HERPUD2,14
HES1,362
HEY1,1
HIAT1,26
HIATL1,14
HMGN2P46,14
IER2,1
IFI6,14
IFIT5,13
IFNGR2,286
IFT74,108
IGIP,14
IL13RA1,534
IL1B,5
ING3,20
INHBE,382
INPP4B,14
IQSEC2,14
IRF2BP2,27
IRF2BPL,221
IRX1,14
ISCA1,253
ITPKB,539
JADE3,204
JOSD1,100
KATNBL1,485
KAZN,14
KCNAB1,14
KCNK1,14
KDM3B,416
KDM5B,254
KIAA0895,14
KIF21A,1
KLF2,5
KLF9,5
KLHL24,191
KLHL3,512
KRCC1,81
LACTB,225
LAMC1,207
LAMP2,1
LAPTM4A,1
LARP4,1
LDLRAD3,14
LEPROT,14
LEPROTL1,177
LGALSL,66
LIN54,54
LINC00272,14
LINS,14
LIPA,14
LOC93622,14
LONP2,64
LPCAT4,380
LRRC1,3
LRRC37B,14
LRRC47,242
LRRC75A-AS1,261
LRRC8A,314
LRTOMT,14
LTA4H,434
LYPLA1,234
MAL2,175
MANBAL,111
MAP3K12,275
MARCH2,111
MARCH6,372
MB21D1,47
MBNL2,334
MEAF6,20
MECOM,12
MESDC1,26
METTL21B,1
METTL2A,64
METTL7A,169
MEX3C,1
MICB,1
MIER1,11
MIR16-1,1
MIR29A,1
MIR600HG,14
MIS18BP1,111
MKNK2,1
MKX,11
MLEC,1
MMD,26
MNT,11
MOB3A,29
MOB3B,311
MORF4L1,20
MOSPD2,4
MPV17L,14
MRPS27,1
MSANTD3,51
MTMR2,57
MTMR9,57
MTPAP,1
MTRR,160
MTURN,14
MXRA7,14
MYADM,72
MYNN,1
NABP1,165
NADK2,221
NAPG,32
NCS1,168
NCSTN,1
NDFIP2,107
NDRG3,427
NEIL2,14
NEO1,553
NEURL1,84
NFIB,80
NHLH1,267
NIPAL3,32
NLGN2,14
NPTX1,239
NR4A2,5
NREP,14
NRIP3,157
NSUN6,105
NT5DC3,160
NUAK1,3
NUAK2,301
NUCKS1,386
NUP62CL,218
NXT2,412
OLR1,14
OR14I1,14
OR6T1,14
ORMDL3,4
OSBP2,31
OSBPL2,14
OSGIN2,59
OSR2,14
P4HA1,336
PANK1,14
PANK3,14
PAPD4,14
PAPD7,28
PAPOLA,1
PAQR7,14
PAXIP1,1
PCDH9,303
PCMTD1,14
PCNP,55
PCSK7,14
PDE7B,14
PEX26,476
PHF1,1
PHF21A,20
PHLDA1,14
PHTF2,14
PHYH,14
PI4K2B,426
PIAS3,12
PIGA,14
PIGN,4
PITHD1,364
PJA2,1
PLAC8,112
PLAU,14
PLAUR,135
PLCXD1,14
PLD6,266
PM20D2,358
PMP22,98
PNPO,156
POGK,215
PPIC,210
PPM1F,2
PPP1R2,364
PPP1R3C,3
PREPL,499
PROSER3,14
PRR3,142
PRRG1,14
PRUNE,78
PTDSS1,176
PTP4A1,140
PTP4A3,25
PTPLB,14
PVR,420
PXDC1,73
RABL2A,364
RABL2B,14
RAP2A,327
RAP2C,1
RASL10B,243
RASL11A,14
RBM47,1
RBPJ,117
RC3H2,548
RDH10,452
RDH5,203
REEP1,7
RERE,240
REXO1,14
RHNO1,147
RHOB,527
RHOQ,43
RIN2,217
RMDN3,341
RNF122,9
RNF141,9
RNF150,9
RNF182,14
RNF212,14
RNF38,9
RPP14,490
RRNAD1,14
RSPRY1,522
RYK,303
S100PBP,14
SALL4,14
SAMD1,315
SAMD4B,7
SAYSD1,14
SCAMP1,95
SCAMP4,420
SCD,1
SDE2,370
SELT,98
SEPN1,98
SERINC3,184
SERPINE2,39
SERTAD2,215
SERTAD4,14
SESN3,14
SETD3,152
SGK1,407
SGPP1,4
SH2B3,14
SH2D1A,2
SH3PXD2A,15
SIK1,1
SIK3,7
SKIDA1,14
SLC10A3,14
SLC16A4,94
SLC16A5,14
SLC16A6,6
SLC18B1,14
SLC20A1,73
SLC22A5,113
SLC25A15,172
SLC25A32,113
SLC25A37,14
SLC25A43,60
SLC25A44,113
SLC27A6,72
SLC2A3,14
SLC30A7,346
SLC35E2,14
SLC35F2,97
SLC35G1,14
SLC38A6,14
SLC39A14,4
SLC41A1,527
SLC43A2,14
SLC44A1,314
SLC48A1,14
SLC50A1,14
SLC9A5,14
SLC9A6,266
SLMO2,14
SMAD6,12
SMG1,1
SMIM11,14
SMIM12,514
SMIM14,14
SMIM7,14
SMNDC1,1
SMS,306
SNRNP48,14
SNX16,381
SNX19,14
SOCS3,2
SOX4,1
SPAST,75
SPIN4,14
SPOCK1,14
SPPL3,14
SPRED2,305
SPRR1A,14
SPSB1,537
SPTSSA,379
SRD5A1,14
SREK1,1
SSH1,7
SSTR2,14
STARD3NL,176
STK35,105
STRADB,13
STX11,32
STX2,32
SUMF2,255
SUPV3L1,516
SUSD6,307
SYT15,14
SZRD1,311
TAF11,24
TBC1D20,357
TBCCD1,234
TBPL1,24
TCEAL8,14
TFPI,555
TGFA,545
TGFB3,14
TGFBR3,173
TGIF1,12
TGIF2,29
THAP10,14
TM2D1,14
TM4SF1,14
TM7SF3,333
TM9SF3,4
TM9SF4,1
TMCO3,4
TMED4,210
TMED7,210
TMEM101,14
TMEM123,302
TMEM127,14
TMEM134,14
TMEM14A,14
TMEM159,14
TMEM167B,14
TMEM180,207
TMEM189,93
TMEM189-UBE2V1,34
TMEM19,397
TMEM209,1
TMEM216,4
TMEM241,14
TMEM263,26
TMEM38B,171
TMEM41B,64
TMEM52B,4
TMEM56,14
TMEM59,163
TMEM63B,155
TMEM65,95
TMEM97,404
TMSB4XP8,14
TNFAIP3,13
TNFRSF21,14
TNPO3,16
TOMM22,1
TOR1A,201
TOR1AIP1,384
TP53INP1,102
TP53TG3,14
TRAF3IP2,13
TRAK2,297
TRAM1,429
TRAM2,472
TRERF1,11
TRIM45,9
TRIM65,9
TRMT13,132
TSC22D3,143
TSPAN13,14
TSPAN14,496
TSPAN31,14
TSPAN9,14
TSPYL1,359
TTC33,14
TTC5,126
TTL,465
TTPAL,29
TTYH3,159
TUBA3D,97
TUFT1,20
TULP4,14
TUSC1,14
TWISTNB,443
TXNL4B,248
TXNRD1,1
U2AF1L4,14
UAP1,14
UBE2F,180
UBE2J1,1
UBL3,14
UBP1,144
UBXN4,457
UHMK1,230
UPF2,1
USB1,422
USP28,180
USP33,380
UST,106
VEZF1,14
VEZT,4
VKORC1L1,4
VMP1,29
VSIG10,14
XKR6,14
YIPF2,567
YOD1,9
ZADH2,109
ZBED3,26
ZBTB2,286
ZBTB33,1
ZBTB39,302
ZBTB41,14
ZCCHC3,1
ZCCHC7,1
ZCRB1,1
ZDHHC14,14
ZDHHC17,51
ZDHHC3,33
ZEB2,11
ZFAND1,14
ZFP36L1,70
ZFP91-CNTF,14
ZIC2,14
ZMAT3,516
ZNF200,221
ZNF217,1
ZNF280B,590
ZNF362,14
ZNF395,11
ZNF521,11
ZNF528,81
ZNF529,14
ZNF532,14
ZNF543,42
ZNF554,14
ZNF556,353
ZNF561,542
ZNF562,542
ZNF573,14
ZNF623,14
ZNF664,388
ZNF668,1
ZNF696,367
ZNF714,361
ZNF76,24
ZNF77,26
ZNF770,1
ZNF91,467
ZNRF2,9
ZSWIM1,81
ZXDB,14
ELF1,5
HOXC13,117
ELMO2,421
AVL9,259
DNTTIP1,11
ZC3H3,1
MINOS1-NBL1,284
EMC7,55
ADARB2,342
C12orf45,42
C17orf49,387
C19orf43,55
C19orf47,55
CIB2,55
DDX28,38
EMC10,55
EMC6,55
EMC9,55
MRM1,8
SCAF8,1
SPRTN,1
ZRSR2,1
AEN,456
EGF,1
HBD,1
HDGF,1
LSM2,1
LSM8,1
MAB21L3,1
SIKE1,19
TRAF3IP3,19
ZNF232,85
ENC1,58
MANF,306
THEM4,306
ENTPD4,4
TYW1B,161
EOGT,135
N,135
ASCL2,89
CDX2,254
Cebpb,5
CEBPD,12
CITED1,12
CITED4,5
CXCL8,5
DTX1,9
DUX4,5
E6,58
EID1,337
EID2,337
ELSPBP1,5
Epas1,5
EPO,5
ETS2,5
ETV1,5
FBXL5,448
FOXP3,144
GABPA,245
Gata4,5
GATA4,5
GCKR,5
GLUL,174
GPS2,28
GRIP1,5
HEMGN,20
HMGN1,305
HNF1A,7
HOXD10,235
HOXD4,290
HPS6,426
ING2,11
ITIH3,72
JMY,5
KLF13,5
KLF8,5
Lrrfip1,5
MAF,11
MAML2,5
MEF2A,48
MSTO1,5
MTF1,1
MYB,39
NANOG,1
NEUROD1,27
NFATC1,1
NOXA1,99
PAX5,5
PAX6,39
PCK1,50
PCK2,247
PLAGL1,39
PLSCR2,5
POLD2,398
pop-1,5
PRDM2,5
PROX1,5
RECQL4,237
RORA,433
SEPP1,5
SOX9,525
SP3,5
SRY,5
Stat2,5
Stat3,5
TAL1,27
tat,1
TBX21,5
TGS1,461
THPO,5
TINAGL1,388
TWIST1,27
vIRF-1,144
vIRF-3,5
VPS18,115
WDR59,211
Wwtr1,7
XPA,69
ZBTB49,111
ZBTB7B,455
ZC3H12A,13
Zfpm2,5
BRD8,20
EPC1,20
EPC2,20
MBTD1,20
YEATS4,20
HOPX,27
EPHA5,426
SNTG2,73
ERCC4,403
AMIGO1,196
ARSK,65
CACNA2D1,182
CD109,182
GALNS,65
GSTM5,182
RNF139,182
RNF170,4
SCAP,182
TMEM259,182
ESCO2,20
ESF1,1
ETHE1,347
ETV3,246
FBXL6,350
L3MBTL1,10
SYTL4,391
ACE,33
ANO1,33
ANXA6,1
API5P1,33
ATN1,240
ATPAF2,247
C11orf16,33
C1orf52,75
C9orf78,400
CCDC50,33
CCDC7,51
CD177,33
CECR2,33
CFDP1,117
CHTF8,33
CIAPIN1P,33
COL5A2,33
CSRP2,1
CUEDC2,13
CWC15,33
DENND2A,33
DGCR8,1
DMRTB1,272
E2F8,214
EDF1,64
EIF5AL1,1
EN2,33
ERICH1,33
ESYT3,33
FAM131C,186
FAM207A,319
FHL1,12
GATA6,5
GNPDA1,1
GPALPP1,213
GPATCH11,33
GTF2F2,17
HAS1,33
HIST1H2BN,33
HMBS,51
HMGB1P10,33
HMGB3,386
HMGN4,33
IGBP1P1,33
KCNMB1,33
KEL,33
KHDRBS2,1
KIAA0907,487
KIF2A,160
LILRA3,33
LNPEP,229
LOC284685,33
LOC389842,33
LOC644422,33
LOC645086,33
LOC727803,33
LOC729774,33
LRP1B,33
MAML1,84
MAPK1IP1L,345
MCAT,162
MEGF11,33
MIA3,328
MLX,11
MNS1,33
MRPL57,38
MSC,27
MVK,521
MYO1F,244
NBPF3,349
NKX2-5,117
NOMO2,127
NOMO3,65
NPPB,33
NSMCE2,166
NTNG2,33
NUP210,1
OTX1,186
PADI1,33
PAX9,254
PCLO,33
PDLIM4,33
PGLS,410
PHAX,1
PHRF1,33
PPIAP22,33
PROSER1,89
PRR12,33
PRR13,42
PRTFDC1,483
PRUNE2,2
RAB37,175
RNF168,1
RNF183,111
RNF40,150
RPL12P14,33
RPL12P19,33
RPL12P2,33
RPL12P32,33
RPL12P35,33
RPL12P6,33
RPLP0P2,33
RPLP0P3,33
RPLP2P3,33
RPS10P11,33
RPS10P13,33
RPS10P22,33
RPS10P4,33
RPS10P7,33
RPS18P12,33
RPS18P5,33
RPS19P3,33
RPS25P8,33
RPSAP15,33
RPSAP18,33
RPSAP19,33
RPSAP29,33
RPSAP58,33
RPSAP61,33
RPSAP8,33
RPSAP9,33
RRP15,1
SDF2L1,55
SEC24D,1
SERP2,33
SLC1A1,4
SLC22A24,33
SNRPEP2,33
SOX7,59
SPAG7,58
SUMO1P3,33
SUMO2P1,33
SUPT16HP1,33
TCF20,11
TMSB4Y,70
TPGS2,51
TPI1P1,33
TRIM5,13
TRPV5,10
TSPAN3,4
UBE2MP1,33
VDAC1P1,33
WBP4,1
WDR37,412
WNT10A,33
ZBTB1,1
ZC3HAV1L,29
ZNF383,33
C9orf9,25
EXOC6,25
EXOC6B,25
FRMD6,7
HDDC3,25
ICA1,25
RAB4B,1
TTC23L,35
C9orf89,297
GCDH,493
LOXL4,131
VPS53,20
KIAA0226,232
PPFIA1,102
RAB3IL1,188
RALB,8
ULK1,49
NPPC,241
STX17,345
THTPA,345
TSEN34,245
EYA4,172
COQ5,8
SCO1,8
SIX2,345
SIX4,412
ASPSCR1,225
C17orf96,272
DNAJC21,332
FAT1,181
FBXL18,139
HNF4A,5
ITSN2,202
KDM5A,11
LRRC40,216
MAGOH,1
MYLPF,225
PHF19,327
POU5F1,1
PPP1R8,1
REEP4,8
SMYD3,52
TDRD1,1
USP44,5
USP49,79
WT1,52
ADORA2B,1
CROCC,294
GPX4,93
ICAM2,151
ICAM3,4
LCP1,465
MC1R,1
RIC8A,68
SCYL3,409
SELP,45
TXNRD2,5
VPS11,115
WFDC1,1
FADS1,4
ABHD17B,425
ACADSB,222
AHCTF1,1
ALPP,1
ATG9A,563
ATP2B3,395
ATP4A,32
BCKDHB,106
CDC48,1
DMXL2,174
GDAP1,1
GPD2,420
HLA-G,50
MCM9,1
MCUR1,8
NUP85,1
ORAI1,56
OXA1L,38
PEX11B,98
PSEN2,442
RNF126,1
SARAF,163
SLC25A16,229
SLC25A24,285
SLC26A6,106
SQLE,372
TARBP1,360
TIMMDC1,8
TMEM173,4
TMEM55B,55
YIPF5,155
IMMP1L,143
PNMA2,468
TNKS2,356
TSC22D2,143
FAM120C,1
RPGR,501
SHPK,501
ACSL5,8
CDYL,11
COX10,8
NKX3-1,281
NUP35,1
PIGT,28
RBFOX3,8
RBMS1,8
RGPD8,1
SLC25A53,8
TIMP3,545
FAM174A,72
CTU2,154
GUF1,4
HSPA12A,72
PEX1,476
RAD51C,76
TAMM41,72
TMEM168,4
FAM204A,427
NCEH1,196
VPS13B,319
ABCD4,4
CFAP74,4
CTDNEP1,4
DHRS7,163
EDA,37
HECW1,9
KCNT2,4
KLRG2,103
LRP12,4
PCNXL3,570
RHBDD3,314
SLC12A4,34
SLC27A3,251
SMPD2,353
SPINT2,4
ST7,13
ST7L,4
TMEM179B,314
CALR3,404
CD209,404
DUSP6,404
NEU2,404
RAB11FIP1,7
TRMU,284
FAM49A,87
KRTAP10-11,42
KRTAP10-5,42
CAPRIN2,107
NDFIP1,107
OMA1,239
ZDHHC9,169
RNPEP,1
FANCF,362
C17orf70,362
FANCB,362
FANCC,1
RMI1,362
FASTKD2,38
NGRN,38
PTCD1,38
RPUSD4,38
TRUB2,38
MFAP2,526
FBXL20,140
FBXL3,80
BTG1,80
RFX2,80
FBXO10,493
GIT2,20
SDCBP2,220
TMCC3,321
SMURF1,12
FBXO34,3
FBXO45,127
CDH2,282
GALC,306
